id,speech_source,noise_type,noise_source,snr_db,impulse_timestamp_sec
pair_01053,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0029.wav,impulsive,data/clean/SESA\test\explosion_046.wav,-1.8,2.8315
pair_01054,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0015.wav,nonstationary,data/clean/musan/music\fma\music-fma-0075.wav,12.38,
pair_01055,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0040.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0414.wav + data/clean/SESA\train\explosion_008.wav,0.36,0.769875
pair_01056,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0012.wav,impulsive,data/clean/SESA\train\siren_073.wav,8.18,2.3760625
pair_01057,data/clean/LibriSpeech\dev-clean\8297\275156\8297-275156-0003.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0107.wav,-1.71,
pair_01058,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0037.wav,impulsive,data/clean/SESA\train\explosion_051.wav,10.21,0.382875
pair_01059,data/clean/LibriSpeech\dev-clean\6345\93306\6345-93306-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0794.wav,-2.68,
pair_01060,data/clean/LibriSpeech\dev-clean\2803\154320\2803-154320-0012.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0486.wav + data/clean/SESA\test\explosion_168.wav,0.99,3.5401875
pair_01061,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0010.wav,nonstationary,data/clean/musan/music\fma\music-fma-0100.wav,6.82,
pair_01062,data/clean/LibriSpeech\dev-clean\5536\43358\5536-43358-0001.wav,impulsive,data/clean/SESA\train\gunshot_016.wav,4.06,3.4775
pair_01063,data/clean/LibriSpeech\dev-clean\84\121550\84-121550-0027.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0634.wav,4.37,
pair_01064,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0000.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0143.wav,-4.79,
pair_01065,data/clean/LibriSpeech\dev-clean\6319\275224\6319-275224-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0366.wav,7.67,
pair_01066,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0026.wav,impulsive,data/clean/SESA\train\explosion_092.wav,-2.85,0.4076875
pair_01067,data/clean/LibriSpeech\dev-clean\8842\302203\8842-302203-0005.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0655.wav + data/clean/SESA\train\siren_046.wav,1.91,1.1255625
pair_01068,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0010.wav,nonstationary,data/clean/musan/music\fma\music-fma-0026.wav,3.3,
pair_01069,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0012.wav,impulsive,data/clean/SESA\train\siren_017.wav,7.88,1.33775
pair_01070,data/clean/LibriSpeech\dev-clean\6295\64301\6295-64301-0015.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0814.wav,0.22,
pair_01071,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0012.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0142.wav,-4.73,
pair_01072,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0721.wav + data/clean/SESA\test\gunshot_041.wav,3.78,1.797625
pair_01073,data/clean/LibriSpeech\dev-clean\7976\110523\7976-110523-0014.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0240.wav,8.2,
pair_01074,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0017.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0049.wav,2.81,
pair_01075,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0022.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0771.wav + data/clean/SESA\train\explosion_050.wav,-4.71,0.54
pair_01076,data/clean/LibriSpeech\dev-clean\1993\147966\1993-147966-0004.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0291.wav,-2.05,
pair_01077,data/clean/LibriSpeech\dev-clean\84\121550\84-121550-0016.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0038.wav,9.8,
pair_01078,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0040.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0072.wav,6.1,
pair_01079,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0009.wav,nonstationary,data/clean/musan/music\fma\music-fma-0028.wav,11.46,
pair_01080,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0014.wav,nonstationary,data/clean/musan/music\fma\music-fma-0072.wav,12.7,
pair_01081,data/clean/LibriSpeech\dev-clean\3752\4943\3752-4943-0012.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0126.wav,12.09,
pair_01082,data/clean/LibriSpeech\dev-clean\3536\8226\3536-8226-0000.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0050.wav,9.73,
pair_01083,data/clean/LibriSpeech\dev-clean\7850\281318\7850-281318-0022.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0155.wav,1.89,
pair_01084,data/clean/LibriSpeech\dev-clean\652\129742\652-129742-0010.wav,stationary,data/clean/musan/noise\sound-bible\noise-sound-bible-0011.wav,-1.5,
pair_01085,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0049.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0335.wav,8.87,
pair_01086,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0038.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0146.wav,9.96,
pair_01087,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0014.wav,impulsive,data/clean/SESA\train\siren_024.wav,7.89,5.9093125
pair_01088,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0016.wav,impulsive,data/clean/SESA\train\siren_060.wav,10.99,1.605625
pair_01089,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0737.wav,13.22,
pair_01090,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0116.wav + data/clean/SESA\train\explosion_165.wav,8.28,0.186125
pair_01091,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0012.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0122.wav,-4.91,
pair_01092,data/clean/LibriSpeech\dev-clean\1272\135031\1272-135031-0019.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0062.wav + data/clean/SESA\train\explosion_170.wav,-1.97,0.0973125
pair_01093,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0029.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0107.wav + data/clean/SESA\train\explosion_154.wav,10.63,0.18275
pair_01094,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0034.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0076.wav,7.24,
pair_01095,data/clean/LibriSpeech\dev-clean\7850\111771\7850-111771-0000.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0058.wav,14.81,
pair_01096,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0029.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0143.wav + data/clean/SESA\train\siren_056.wav,-1.62,0.4985
pair_01097,data/clean/LibriSpeech\dev-clean\1462\170138\1462-170138-0022.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0094.wav,14.47,
pair_01098,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0008.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0418.wav + data/clean/SESA\train\explosion_172.wav,7.5,0.7856875
pair_01099,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0029.wav,nonstationary,data/clean/musan/music\fma\music-fma-0077.wav,12.52,
pair_01100,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0036.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0483.wav,2.62,
pair_01101,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0003.wav,impulsive,data/clean/SESA\train\gunshot_057.wav,14.97,0.2506875
pair_01102,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0026.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0056.wav + data/clean/SESA\train\explosion_010.wav,1.2,2.4250625
pair_01103,data/clean/LibriSpeech\dev-clean\2035\152373\2035-152373-0003.wav,impulsive,data/clean/SESA\test\explosion_046.wav,-2.69,1.33675
pair_01104,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0027.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0800.wav,0.52,
pair_01105,data/clean/LibriSpeech\dev-clean\8297\275154\8297-275154-0005.wav,impulsive,data/clean/SESA\train\explosion_177.wav,9.41,1.25475
pair_01106,data/clean/LibriSpeech\dev-clean\2902\9008\2902-9008-0005.wav,impulsive,data/clean/SESA\train\explosion_155.wav,1.54,1.101625
pair_01107,data/clean/LibriSpeech\dev-clean\5536\43359\5536-43359-0004.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0273.wav + data/clean/SESA\train\gunshot_094.wav,-1.21,2.7649375
pair_01108,data/clean/LibriSpeech\dev-clean\6241\61943\6241-61943-0011.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0044.wav + data/clean/SESA\train\explosion_029.wav,1.76,0.997
pair_01109,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0015.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0109.wav,-0.77,
pair_01110,data/clean/LibriSpeech\dev-clean\7850\111771\7850-111771-0003.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0005.wav,4.22,
pair_01111,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0006.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0059.wav,7.2,
pair_01112,data/clean/LibriSpeech\dev-clean\2277\149874\2277-149874-0018.wav,impulsive,data/clean/SESA\train\explosion_084.wav,1.5,0.192125
pair_01113,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0023.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0004.wav,8.11,
pair_01114,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0007.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0182.wav,-2.05,
pair_01115,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0011.wav,impulsive,data/clean/SESA\train\gunshot_013.wav,13.47,0.2121875
pair_01116,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0075.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0226.wav + data/clean/SESA\test\siren_093.wav,2.01,1.2251875
pair_01117,data/clean/LibriSpeech\dev-clean\2412\153947\2412-153947-0008.wav,impulsive,data/clean/SESA\test\explosion_000.wav,1.24,0.2720625
pair_01118,data/clean/LibriSpeech\dev-clean\5536\43358\5536-43358-0009.wav,nonstationary,data/clean/musan/music\fma\music-fma-0076.wav,6.55,
pair_01119,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0057.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0287.wav,3.13,
pair_01120,data/clean/LibriSpeech\dev-clean\422\122949\422-122949-0012.wav,nonstationary,data/clean/musan/music\fma\music-fma-0013.wav,13.78,
pair_01121,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0001.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0267.wav,1.71,
pair_01122,data/clean/LibriSpeech\dev-clean\5338\24615\5338-24615-0001.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0092.wav + data/clean/SESA\train\gunshot_056.wav,5.77,0.838875
pair_01123,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0004.wav,impulsive,data/clean/SESA\train\gunshot_040.wav,9.19,1.7305
pair_01124,data/clean/LibriSpeech\dev-clean\1993\147964\1993-147964-0000.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0328.wav + data/clean/SESA\train\explosion_205.wav,9.06,0.542625
pair_01125,data/clean/LibriSpeech\dev-clean\6241\61946\6241-61946-0000.wav,impulsive,data/clean/SESA\train\siren_067.wav,3.1,1.2944375
pair_01126,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0020.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0687.wav + data/clean/SESA\train\explosion_026.wav,-4.31,12.7461875
pair_01127,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0039.wav,nonstationary,data/clean/musan/music\fma\music-fma-0001.wav,6.14,
pair_01128,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0019.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0446.wav + data/clean/SESA\train\explosion_066.wav,13.84,1.1371875
pair_01129,data/clean/LibriSpeech\dev-clean\7850\73752\7850-73752-0009.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0052.wav,14.57,
pair_01130,data/clean/LibriSpeech\dev-clean\6241\66616\6241-66616-0005.wav,nonstationary,data/clean/musan/music\fma\music-fma-0031.wav,11.04,
pair_01131,data/clean/LibriSpeech\dev-clean\6319\57405\6319-57405-0009.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0269.wav + data/clean/SESA\test\explosion_036.wav,9.35,0.19825
pair_01132,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0027.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0017.wav,1.82,
pair_01133,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0024.wav,impulsive,data/clean/SESA\train\explosion_042.wav,-0.35,0.9354375
pair_01134,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0001.wav,impulsive,data/clean/SESA\train\siren_014.wav,8.06,1.9478125
pair_01135,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0033.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0372.wav + data/clean/SESA\train\explosion_157.wav,-2.16,2.4695625
pair_01136,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0041.wav,impulsive,data/clean/SESA\train\gunshot_010.wav,14.68,0.88525
pair_01137,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0010.wav,impulsive,data/clean/SESA\train\explosion_028.wav,-4.71,0.729625
pair_01138,data/clean/LibriSpeech\dev-clean\6313\66129\6313-66129-0021.wav,impulsive,data/clean/SESA\train\explosion_082.wav,-3.81,0.1569375
pair_01139,data/clean/LibriSpeech\dev-clean\2902\9006\2902-9006-0002.wav,impulsive,data/clean/SESA\test\gunshot_061.wav,2.22,0.0698125
pair_01140,data/clean/LibriSpeech\dev-clean\1993\147149\1993-147149-0025.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0043.wav,4.38,
pair_01141,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0011.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0438.wav,14.08,
pair_01142,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0007.wav,impulsive,data/clean/SESA\train\siren_057.wav,-1.15,2.4399375
pair_01143,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0021.wav,impulsive,data/clean/SESA\test\explosion_156.wav,10.5,1.322
pair_01144,data/clean/LibriSpeech\dev-clean\2412\153954\2412-153954-0005.wav,impulsive,data/clean/SESA\train\gunshot_008.wav,14.43,1.7639375
pair_01145,data/clean/LibriSpeech\dev-clean\2277\149896\2277-149896-0006.wav,impulsive,data/clean/SESA\test\gunshot_093.wav,-0.28,1.603875
pair_01146,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0019.wav,impulsive,data/clean/SESA\train\explosion_111.wav,4.68,0.4055
pair_01147,data/clean/LibriSpeech\dev-clean\7850\286674\7850-286674-0006.wav,impulsive,data/clean/SESA\train\explosion_078.wav,-4.82,0.8788125
pair_01148,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0034.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0139.wav,14.53,
pair_01149,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0027.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0061.wav + data/clean/SESA\train\explosion_143.wav,3.37,0.0399375
pair_01150,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0006.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0016.wav,7.9,
pair_01151,data/clean/LibriSpeech\dev-clean\251\118436\251-118436-0012.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0706.wav + data/clean/SESA\test\explosion_079.wav,7.02,0.364875
pair_01152,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0032.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0669.wav,-1.8,
pair_01153,data/clean/LibriSpeech\dev-clean\5338\24615\5338-24615-0008.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0076.wav,5.3,
pair_01154,data/clean/LibriSpeech\dev-clean\174\168635\174-168635-0006.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0089.wav,5.38,
pair_01155,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0009.wav,impulsive,data/clean/SESA\train\siren_096.wav,14.76,0.512625
pair_01156,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0018.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0015.wav,-0.23,
pair_01157,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0028.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0091.wav,11.84,
pair_01158,data/clean/LibriSpeech\dev-clean\2086\149220\2086-149220-0009.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0143.wav,14.22,
pair_01159,data/clean/LibriSpeech\dev-clean\5694\64038\5694-64038-0016.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0177.wav,14.03,
pair_01160,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0026.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0027.wav,12.41,
pair_01161,data/clean/LibriSpeech\dev-clean\5338\284437\5338-284437-0011.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0782.wav,5.78,
pair_01162,data/clean/LibriSpeech\dev-clean\652\130737\652-130737-0003.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0054.wav + data/clean/SESA\test\gunshot_098.wav,12.73,0.0821875
pair_01163,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0008.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0058.wav,5.67,
pair_01164,data/clean/LibriSpeech\dev-clean\3000\15664\3000-15664-0043.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0068.wav,-3.85,
pair_01165,data/clean/LibriSpeech\dev-clean\1993\147149\1993-147149-0000.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0133.wav,0.19,
pair_01166,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0007.wav,nonstationary,data/clean/musan/music\fma\music-fma-0006.wav,4.24,
pair_01167,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0007.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0042.wav,5.58,
pair_01168,data/clean/LibriSpeech\dev-clean\1462\170142\1462-170142-0027.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0585.wav,4.74,
pair_01169,data/clean/LibriSpeech\dev-clean\2078\142845\2078-142845-0010.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0721.wav,13.34,
pair_01170,data/clean/LibriSpeech\dev-clean\251\136532\251-136532-0022.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0083.wav + data/clean/SESA\train\gunshot_036.wav,5.98,0.1276875
pair_01171,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0056.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0429.wav + data/clean/SESA\train\gunshot_065.wav,6.44,0.694625
pair_01172,data/clean/LibriSpeech\dev-clean\2277\149874\2277-149874-0007.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0206.wav,12.8,
pair_01173,data/clean/LibriSpeech\dev-clean\1988\147956\1988-147956-0016.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0046.wav + data/clean/SESA\train\explosion_008.wav,7.94,1.2234375
pair_01174,data/clean/LibriSpeech\dev-clean\6319\64726\6319-64726-0006.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0232.wav + data/clean/SESA\train\siren_032.wav,2.71,1.1553125
pair_01175,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0004.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0078.wav,-1.28,
pair_01176,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0054.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0059.wav + data/clean/SESA\train\gunshot_040.wav,2.96,1.317125
pair_01177,data/clean/LibriSpeech\dev-clean\6313\66125\6313-66125-0003.wav,impulsive,data/clean/SESA\train\explosion_148.wav,10.0,0.528125
pair_01178,data/clean/LibriSpeech\dev-clean\6319\64726\6319-64726-0017.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0423.wav + data/clean/SESA\test\explosion_103.wav,0.35,0.317875
pair_01179,data/clean/LibriSpeech\dev-clean\251\118436\251-118436-0014.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0274.wav + data/clean/SESA\train\explosion_151.wav,0.94,1.2723125
pair_01180,data/clean/LibriSpeech\dev-clean\2428\83699\2428-83699-0002.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0649.wav,10.79,
pair_01181,data/clean/LibriSpeech\dev-clean\2428\83705\2428-83705-0020.wav,impulsive,data/clean/SESA\train\siren_082.wav,1.14,2.657125
pair_01182,data/clean/LibriSpeech\dev-clean\5694\64029\5694-64029-0012.wav,impulsive,data/clean/SESA\test\explosion_182.wav,12.05,1.234625
pair_01183,data/clean/LibriSpeech\dev-clean\7976\105575\7976-105575-0017.wav,nonstationary,data/clean/musan/music\fma\music-fma-0127.wav,5.42,
pair_01184,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0016.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0145.wav + data/clean/SESA\train\gunshot_079.wav,12.76,1.3405
pair_01185,data/clean/LibriSpeech\dev-clean\3170\137482\3170-137482-0012.wav,nonstationary,data/clean/musan/music\jamendo\music-jamendo-0196.wav,2.06,
pair_01186,data/clean/LibriSpeech\dev-clean\6319\275224\6319-275224-0018.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0112.wav + data/clean/SESA\train\explosion_073.wav,-3.55,1.78725
pair_01187,data/clean/LibriSpeech\dev-clean\2803\154320\2803-154320-0012.wav,nonstationary,data/clean/musan/music\rfm\music-rfm-0012.wav,7.62,
pair_01188,data/clean/LibriSpeech\dev-clean\1673\143397\1673-143397-0010.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0654.wav + data/clean/SESA\train\siren_044.wav,7.39,4.235125
pair_01189,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0043.wav,nonstationary,data/clean/musan/music\fma-western-art\music-fma-wa-0082.wav,14.37,
pair_01190,data/clean/LibriSpeech\dev-clean\6313\76958\6313-76958-0019.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0314.wav + data/clean/SESA\train\explosion_026.wav,4.62,0.1991875
pair_01191,data/clean/LibriSpeech\dev-clean\174\84280\174-84280-0015.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0051.wav + data/clean/SESA\test\explosion_040.wav,-0.38,1.092875
pair_01192,data/clean/LibriSpeech\dev-clean\2803\154328\2803-154328-0006.wav,impulsive,data/clean/SESA\train\gunshot_011.wav,13.65,1.0440625
pair_01193,data/clean/LibriSpeech\dev-clean\5536\43363\5536-43363-0006.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0165.wav + data/clean/SESA\train\explosion_145.wav,12.5,3.74325
pair_01194,data/clean/LibriSpeech\dev-clean\6345\93302\6345-93302-0012.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0534.wav,-2.24,
pair_01195,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0029.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0259.wav,6.34,
pair_01196,data/clean/LibriSpeech\dev-clean\8297\275155\8297-275155-0008.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0130.wav + data/clean/SESA\train\explosion_161.wav,12.18,0.2251875
pair_01197,data/clean/LibriSpeech\dev-clean\1988\148538\1988-148538-0002.wav,impulsive,data/clean/SESA\train\explosion_137.wav,9.97,0.4605625
pair_01198,data/clean/LibriSpeech\dev-clean\2035\147961\2035-147961-0015.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0351.wav + data/clean/SESA\train\siren_021.wav,9.1,1.08675
pair_01199,data/clean/LibriSpeech\dev-clean\3576\138058\3576-138058-0017.wav,impulsive,data/clean/SESA\train\siren_003.wav,14.94,1.6671875
pair_01200,data/clean/LibriSpeech\dev-clean\2277\149897\2277-149897-0011.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0039.wav,8.06,
pair_01201,data/clean/LibriSpeech\dev-clean\5694\64025\5694-64025-0012.wav,nonstationary,data/clean/musan/music\hd-classical\music-hd-0030.wav,0.31,
pair_01202,data/clean/LibriSpeech\dev-clean\777\126732\777-126732-0027.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0307.wav + data/clean/SESA\train\explosion_090.wav,13.04,1.1335
pair_01203,data/clean/LibriSpeech\dev-clean\1919\142785\1919-142785-0002.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0464.wav,0.22,
pair_01204,data/clean/LibriSpeech\dev-clean\7976\110124\7976-110124-0004.wav,nonstationary,data/clean/musan/music\fma\music-fma-0069.wav,-2.97,
pair_01205,data/clean/LibriSpeech\dev-clean\6319\64726\6319-64726-0020.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0097.wav + data/clean/SESA\train\explosion_102.wav,-1.44,0.5590625
pair_01206,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0035.wav,impulsive,data/clean/SESA\train\explosion_125.wav,-4.29,0.5636875
pair_01207,data/clean/LibriSpeech\dev-clean\3752\4944\3752-4944-0049.wav,nonstationary,data/clean/musan/music\fma\music-fma-0020.wav,-4.01,
pair_01208,data/clean/LibriSpeech\dev-clean\6295\244435\6295-244435-0015.wav,impulsive,data/clean/SESA\train\gunshot_038.wav,-0.32,0.394125
pair_01209,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0019.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0694.wav + data/clean/SESA\test\explosion_195.wav,13.19,1.2430625
pair_01210,data/clean/LibriSpeech\dev-clean\3081\166546\3081-166546-0012.wav,mixed,data/clean/musan/noise\sound-bible\noise-sound-bible-0078.wav + data/clean/SESA\train\siren_090.wav,-4.67,0.6443125
pair_01211,data/clean/LibriSpeech\dev-clean\8842\304647\8842-304647-0002.wav,stationary,data/clean/musan/noise\free-sound\noise-free-sound-0157.wav,14.28,
pair_01212,data/clean/LibriSpeech\dev-clean\3853\163249\3853-163249-0027.wav,mixed,data/clean/musan/noise\free-sound\noise-free-sound-0727.wav + data/clean/SESA\train\explosion_097.wav,6.08,1.9308125
